week_start,region_id,region_name,metric_name,lakehouse_value,bi_report_value,absolute_delta,severity_score,suspected_driver,recommended_audit
2026-01-12,REG05,Mountain Field Region 5,cost_per_work_order,142.49,140.8,1.69,10.9,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-09,REG05,Mountain Field Region 5,on_time_arrival_rate,84.25,85.9,1.65,10.9,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-23,REG05,Mountain Field Region 5,repeat_visit_rate,15.18,13.34,1.84,10.9,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-19,REG06,Central Field Region 6,technician_utilization,93.2,92.32,0.88,10.9,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-26,REG06,Central Field Region 6,repeat_visit_rate,15.37,14.61,0.76,10.9,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-26,REG06,Central Field Region 6,technician_utilization,89.94,90.83,0.89,10.9,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-05-04,REG06,Central Field Region 6,technician_utilization,91.34,90.53,0.81,10.9,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-20,REG10,Central Field Region 10,repeat_visit_rate,14.12,12.04,2.08,10.9,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-12,REG01,Mountain Field Region 1,first_visit_fix_rate,68.32,66.76,1.56,10.8,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-23,REG01,Mountain Field Region 1,first_visit_fix_rate,65.62,64.01,1.6,10.8,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-05-04,REG01,Mountain Field Region 1,first_visit_fix_rate,66.74,68.29,1.55,10.8,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-19,REG03,Southeast Field Region 3,on_time_arrival_rate,85.47,87.6,2.14,10.8,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-26,REG03,Southeast Field Region 3,first_visit_fix_rate,76.77,74.97,1.8,10.8,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-30,REG03,Southeast Field Region 3,on_time_arrival_rate,84.79,86.94,2.14,10.8,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-20,REG03,Southeast Field Region 3,first_visit_fix_rate,76.06,77.84,1.78,10.8,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-16,REG04,Atlantic Field Region 4,cost_per_work_order,145.31,146.92,1.62,10.8,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-05-04,REG05,Mountain Field Region 5,first_visit_fix_rate,75.52,76.86,1.34,10.8,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-23,REG06,Central Field Region 6,technician_utilization,90.59,91.34,0.76,10.8,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-09,REG10,Central Field Region 10,on_time_arrival_rate,84.77,86.58,1.81,10.8,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-19,REG11,Southeast Field Region 11,on_time_arrival_rate,83.92,86.33,2.41,10.8,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-04-06,REG11,Southeast Field Region 11,first_visit_fix_rate,75.37,73.31,2.06,10.8,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-19,REG01,Mountain Field Region 1,first_visit_fix_rate,65.83,64.34,1.49,10.7,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-26,REG01,Mountain Field Region 1,cost_per_work_order,136.05,137.8,1.74,10.7,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-05,REG02,Central Field Region 2,on_time_arrival_rate,85.08,83.69,1.39,10.7,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-16,REG02,Central Field Region 2,cost_per_work_order,129.79,131.21,1.42,10.7,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-27,REG03,Southeast Field Region 3,repeat_visit_rate,13.75,15.92,2.17,10.7,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-19,REG04,Atlantic Field Region 4,first_visit_fix_rate,70.32,69.02,1.3,10.7,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-16,REG04,Atlantic Field Region 4,technician_utilization,87.26,85.41,1.84,10.7,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-04-27,REG05,Mountain Field Region 5,cost_per_work_order,145.57,144.09,1.48,10.7,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-06,REG10,Central Field Region 10,on_time_arrival_rate,85.25,86.96,1.71,10.7,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-13,REG10,Central Field Region 10,cost_per_work_order,133.61,131.86,1.75,10.7,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-26,REG11,Southeast Field Region 11,first_visit_fix_rate,75.47,77.45,1.99,10.7,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-09,REG11,Southeast Field Region 11,on_time_arrival_rate,84.62,86.99,2.37,10.7,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-05-04,REG11,Southeast Field Region 11,cost_per_work_order,129.23,126.92,2.31,10.7,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-05-04,REG12,Atlantic Field Region 12,cost_per_work_order,137.05,134.77,2.28,10.7,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-06,REG01,Mountain Field Region 1,on_time_arrival_rate,85.77,87.42,1.65,10.6,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-26,REG02,Central Field Region 2,cost_per_work_order,130.51,129.19,1.32,10.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-02,REG02,Central Field Region 2,technician_utilization,93.19,91.56,1.63,10.6,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-13,REG02,Central Field Region 2,cost_per_work_order,130.7,129.42,1.28,10.6,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-04-20,REG02,Central Field Region 2,repeat_visit_rate,13.72,12.28,1.44,10.6,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-19,REG03,Southeast Field Region 3,cost_per_work_order,141.82,139.88,1.94,10.6,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-02,REG04,Atlantic Field Region 4,cost_per_work_order,150.23,148.76,1.47,10.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-09,REG05,Mountain Field Region 5,first_visit_fix_rate,74.63,75.84,1.21,10.6,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-20,REG05,Mountain Field Region 5,on_time_arrival_rate,84.01,85.41,1.4,10.6,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-26,REG09,Mountain Field Region 9,first_visit_fix_rate,76.06,77.99,1.94,10.6,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-16,REG10,Central Field Region 10,on_time_arrival_rate,87.34,85.65,1.68,10.6,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-02,REG10,Central Field Region 10,cost_per_work_order,137.93,139.56,1.63,10.6,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-02,REG11,Southeast Field Region 11,on_time_arrival_rate,85.84,88.06,2.22,10.6,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-02,REG12,Atlantic Field Region 12,cost_per_work_order,142.17,140.01,2.17,10.6,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-12,REG02,Central Field Region 2,repeat_visit_rate,12.44,11.11,1.33,10.5,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-19,REG02,Central Field Region 2,first_visit_fix_rate,75.08,76.18,1.09,10.5,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-02,REG02,Central Field Region 2,repeat_visit_rate,12.8,14.18,1.38,10.5,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-16,REG02,Central Field Region 2,technician_utilization,93.17,91.72,1.45,10.5,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-23,REG02,Central Field Region 2,cost_per_work_order,134.5,135.72,1.22,10.5,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-05-04,REG02,Central Field Region 2,technician_utilization,91.5,90.01,1.49,10.5,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-23,REG03,Southeast Field Region 3,repeat_visit_rate,14.34,16.36,2.01,10.5,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-26,REG04,Atlantic Field Region 4,repeat_visit_rate,16.26,14.77,1.49,10.5,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-16,REG04,Atlantic Field Region 4,technician_utilization,91.47,89.8,1.67,10.5,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-13,REG04,Atlantic Field Region 4,cost_per_work_order,146.0,147.38,1.39,10.5,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-27,REG04,Atlantic Field Region 4,repeat_visit_rate,16.39,17.91,1.52,10.5,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-05-04,REG04,Atlantic Field Region 4,cost_per_work_order,149.06,150.47,1.41,10.5,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-27,REG05,Mountain Field Region 5,on_time_arrival_rate,82.67,83.99,1.31,10.5,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-19,REG09,Mountain Field Region 9,first_visit_fix_rate,76.7,78.59,1.89,10.5,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-02,REG10,Central Field Region 10,first_visit_fix_rate,68.27,66.95,1.33,10.5,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-30,REG10,Central Field Region 10,cost_per_work_order,128.59,130.18,1.59,10.5,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-26,REG11,Southeast Field Region 11,on_time_arrival_rate,86.78,88.97,2.19,10.5,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-16,REG11,Southeast Field Region 11,on_time_arrival_rate,85.52,87.67,2.15,10.5,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-06,REG11,Southeast Field Region 11,on_time_arrival_rate,87.25,85.09,2.15,10.5,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-05,REG01,Mountain Field Region 1,first_visit_fix_rate,67.8,66.49,1.3,10.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-02,REG01,Mountain Field Region 1,cost_per_work_order,134.05,135.59,1.54,10.4,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-16,REG01,Mountain Field Region 1,first_visit_fix_rate,67.87,69.17,1.31,10.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-30,REG01,Mountain Field Region 1,repeat_visit_rate,13.32,11.67,1.64,10.4,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-05-04,REG01,Mountain Field Region 1,on_time_arrival_rate,85.09,83.59,1.5,10.4,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-23,REG02,Central Field Region 2,first_visit_fix_rate,72.11,73.13,1.02,10.4,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-23,REG02,Central Field Region 2,on_time_arrival_rate,86.41,87.56,1.15,10.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-19,REG04,Atlantic Field Region 4,cost_per_work_order,153.69,152.39,1.3,10.4,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-16,REG04,Atlantic Field Region 4,first_visit_fix_rate,69.04,67.91,1.13,10.4,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-23,REG04,Atlantic Field Region 4,first_visit_fix_rate,68.99,67.9,1.09,10.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-09,REG05,Mountain Field Region 5,cost_per_work_order,145.41,144.19,1.22,10.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-09,REG05,Mountain Field Region 5,on_time_arrival_rate,83.74,82.45,1.29,10.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-30,REG05,Mountain Field Region 5,repeat_visit_rate,15.1,16.42,1.33,10.4,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-13,REG05,Mountain Field Region 5,on_time_arrival_rate,84.91,86.14,1.24,10.4,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-16,REG09,Mountain Field Region 9,repeat_visit_rate,11.58,9.32,2.25,10.4,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-12,REG10,Central Field Region 10,repeat_visit_rate,13.32,11.66,1.66,10.4,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-13,REG10,Central Field Region 10,repeat_visit_rate,13.88,12.24,1.65,10.4,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-06,REG11,Southeast Field Region 11,cost_per_work_order,131.89,133.95,2.06,10.4,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-16,REG01,Mountain Field Region 1,repeat_visit_rate,13.58,15.18,1.6,10.3,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-16,REG01,Mountain Field Region 1,repeat_visit_rate,13.54,15.08,1.55,10.3,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-16,REG02,Central Field Region 2,technician_utilization,91.66,90.34,1.31,10.3,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-26,REG03,Southeast Field Region 3,on_time_arrival_rate,82.93,84.6,1.67,10.3,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-05,REG04,Atlantic Field Region 4,cost_per_work_order,153.19,151.96,1.22,10.3,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-09,REG04,Atlantic Field Region 4,first_visit_fix_rate,71.5,72.52,1.02,10.3,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-20,REG04,Atlantic Field Region 4,cost_per_work_order,149.1,150.34,1.23,10.3,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-27,REG04,Atlantic Field Region 4,first_visit_fix_rate,69.81,70.87,1.06,10.3,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-19,REG05,Mountain Field Region 5,technician_utilization,91.27,92.63,1.36,10.3,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-02,REG05,Mountain Field Region 5,on_time_arrival_rate,83.13,84.31,1.18,10.3,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-04-27,REG09,Mountain Field Region 9,cost_per_work_order,130.04,127.99,2.05,10.3,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-26,REG10,Central Field Region 10,technician_utilization,91.74,90.06,1.68,10.3,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-16,REG10,Central Field Region 10,repeat_visit_rate,13.93,12.35,1.58,10.3,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-27,REG10,Central Field Region 10,on_time_arrival_rate,85.3,83.86,1.44,10.3,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-02,REG01,Mountain Field Region 1,repeat_visit_rate,14.44,12.97,1.47,10.2,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-02,REG01,Mountain Field Region 1,repeat_visit_rate,13.91,15.35,1.44,10.2,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-23,REG01,Mountain Field Region 1,first_visit_fix_rate,66.21,67.36,1.16,10.2,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-12,REG02,Central Field Region 2,technician_utilization,95.77,96.96,1.19,10.2,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-26,REG02,Central Field Region 2,on_time_arrival_rate,84.37,83.4,0.97,10.2,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-09,REG02,Central Field Region 2,technician_utilization,94.04,95.21,1.17,10.2,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-20,REG02,Central Field Region 2,first_visit_fix_rate,74.56,75.39,0.83,10.2,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-30,REG03,Southeast Field Region 3,first_visit_fix_rate,76.46,75.08,1.38,10.2,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-09,REG04,Atlantic Field Region 4,on_time_arrival_rate,82.42,83.57,1.15,10.2,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-05-04,REG04,Atlantic Field Region 4,first_visit_fix_rate,71.32,72.27,0.96,10.2,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-05-04,REG04,Atlantic Field Region 4,technician_utilization,89.97,88.59,1.38,10.2,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-04-20,REG05,Mountain Field Region 5,first_visit_fix_rate,77.86,78.76,0.9,10.2,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-27,REG05,Mountain Field Region 5,technician_utilization,92.0,90.72,1.28,10.2,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-12,REG07,Southeast Field Region 7,cost_per_work_order,126.09,123.06,3.02,10.2,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-26,REG07,Southeast Field Region 7,cost_per_work_order,119.82,116.77,3.04,10.2,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-30,REG09,Mountain Field Region 9,first_visit_fix_rate,75.57,73.95,1.63,10.2,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-19,REG10,Central Field Region 10,technician_utilization,84.24,82.6,1.64,10.2,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-02,REG10,Central Field Region 10,cost_per_work_order,135.95,134.66,1.29,10.2,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-09,REG10,Central Field Region 10,technician_utilization,86.69,85.1,1.59,10.2,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-23,REG10,Central Field Region 10,technician_utilization,91.24,89.66,1.58,10.2,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-23,REG01,Mountain Field Region 1,repeat_visit_rate,13.58,12.19,1.39,10.1,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-09,REG02,Central Field Region 2,repeat_visit_rate,13.84,14.8,0.96,10.1,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-05-04,REG02,Central Field Region 2,on_time_arrival_rate,85.82,84.9,0.93,10.1,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-23,REG03,Southeast Field Region 3,cost_per_work_order,134.11,135.61,1.5,10.1,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-09,REG03,Southeast Field Region 3,cost_per_work_order,134.84,136.35,1.51,10.1,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-16,REG03,Southeast Field Region 3,technician_utilization,89.71,87.86,1.85,10.1,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-13,REG03,Southeast Field Region 3,first_visit_fix_rate,75.87,77.19,1.32,10.1,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-02-02,REG05,Mountain Field Region 5,first_visit_fix_rate,75.51,76.36,0.86,10.1,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-16,REG05,Mountain Field Region 5,first_visit_fix_rate,76.03,76.87,0.84,10.1,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-16,REG05,Mountain Field Region 5,technician_utilization,88.97,87.78,1.19,10.1,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-05,REG08,Atlantic Field Region 8,cost_per_work_order,130.0,127.38,2.62,10.1,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-27,REG08,Atlantic Field Region 8,cost_per_work_order,127.9,125.26,2.64,10.1,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-02,REG10,Central Field Region 10,technician_utilization,92.66,91.17,1.49,10.1,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-30,REG10,Central Field Region 10,technician_utilization,87.94,86.44,1.5,10.1,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-23,REG11,Southeast Field Region 11,first_visit_fix_rate,74.65,73.11,1.54,10.1,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-05-04,REG11,Southeast Field Region 11,first_visit_fix_rate,76.63,75.08,1.56,10.1,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-06,REG12,Atlantic Field Region 12,on_time_arrival_rate,84.76,82.97,1.79,10.1,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-19,REG01,Mountain Field Region 1,technician_utilization,89.31,87.9,1.41,10.0,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-02,REG02,Central Field Region 2,on_time_arrival_rate,83.46,82.65,0.81,10.0,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-09,REG02,Central Field Region 2,technician_utilization,90.69,89.73,0.96,10.0,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-02,REG02,Central Field Region 2,on_time_arrival_rate,85.59,84.75,0.84,10.0,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-30,REG02,Central Field Region 2,technician_utilization,90.76,91.75,0.99,10.0,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-19,REG03,Southeast Field Region 3,repeat_visit_rate,12.52,10.94,1.58,10.0,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-16,REG03,Southeast Field Region 3,on_time_arrival_rate,85.97,87.43,1.46,10.0,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-12,REG04,Atlantic Field Region 4,technician_utilization,91.67,90.55,1.13,10.0,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-26,REG04,Atlantic Field Region 4,technician_utilization,86.06,87.2,1.14,10.0,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-02-23,REG04,Atlantic Field Region 4,on_time_arrival_rate,83.14,82.2,0.94,10.0,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-05-04,REG04,Atlantic Field Region 4,repeat_visit_rate,15.39,16.45,1.06,10.0,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-05,REG05,Mountain Field Region 5,first_visit_fix_rate,75.14,74.32,0.82,10.0,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-06,REG05,Mountain Field Region 5,repeat_visit_rate,16.88,15.87,1.0,10.0,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-23,REG11,Southeast Field Region 11,repeat_visit_rate,12.99,14.87,1.87,10.0,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-19,REG12,Atlantic Field Region 12,cost_per_work_order,140.66,142.31,1.65,10.0,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-01-26,REG01,Mountain Field Region 1,first_visit_fix_rate,68.63,69.55,0.92,9.9,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-30,REG02,Central Field Region 2,repeat_visit_rate,13.81,14.65,0.83,9.9,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-30,REG02,Central Field Region 2,on_time_arrival_rate,84.28,85.03,0.75,9.9,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-13,REG02,Central Field Region 2,repeat_visit_rate,14.05,13.26,0.79,9.9,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-01-05,REG03,Southeast Field Region 3,on_time_arrival_rate,84.67,83.35,1.32,9.9,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-23,REG03,Southeast Field Region 3,first_visit_fix_rate,75.67,76.85,1.17,9.9,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-06,REG03,Southeast Field Region 3,cost_per_work_order,142.65,143.96,1.31,9.9,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-13,REG03,Southeast Field Region 3,repeat_visit_rate,15.15,16.63,1.48,9.9,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-04-13,REG03,Southeast Field Region 3,cost_per_work_order,138.01,139.33,1.33,9.9,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-12,REG10,Central Field Region 10,on_time_arrival_rate,85.89,84.78,1.11,9.9,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-09,REG10,Central Field Region 10,technician_utilization,92.97,94.25,1.27,9.9,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-23,REG11,Southeast Field Region 11,repeat_visit_rate,12.53,14.38,1.85,9.9,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-04-06,REG11,Southeast Field Region 11,repeat_visit_rate,13.45,11.67,1.78,9.9,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-19,REG01,Mountain Field Region 1,on_time_arrival_rate,87.02,86.01,1.01,9.8,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-05,REG02,Central Field Region 2,technician_utilization,86.77,85.98,0.79,9.8,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-02,REG03,Southeast Field Region 3,first_visit_fix_rate,75.96,77.08,1.12,9.8,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-02-23,REG03,Southeast Field Region 3,technician_utilization,92.3,90.78,1.52,9.8,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-12,REG04,Atlantic Field Region 4,on_time_arrival_rate,81.66,82.47,0.81,9.8,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-04-13,REG04,Atlantic Field Region 4,on_time_arrival_rate,83.09,82.34,0.76,9.8,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-01-12,REG05,Mountain Field Region 5,on_time_arrival_rate,83.9,84.66,0.76,9.8,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-04-20,REG05,Mountain Field Region 5,technician_utilization,90.1,91.03,0.93,9.8,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-02-02,REG09,Mountain Field Region 9,cost_per_work_order,118.92,117.32,1.61,9.8,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-02,REG10,Central Field Region 10,on_time_arrival_rate,84.52,85.54,1.03,9.8,missing cancellation filter,Validate cancellation flag logic against appointment status history
2026-03-23,REG10,Central Field Region 10,first_visit_fix_rate,66.98,67.85,0.87,9.8,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-01-05,REG11,Southeast Field Region 11,first_visit_fix_rate,74.01,72.64,1.37,9.8,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-03-02,REG11,Southeast Field Region 11,cost_per_work_order,135.76,137.3,1.55,9.8,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-01-05,REG12,Atlantic Field Region 12,on_time_arrival_rate,85.71,84.2,1.51,9.8,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-02-23,REG12,Atlantic Field Region 12,on_time_arrival_rate,85.32,83.83,1.49,9.8,late arriving work order status,Recompute weekly gold table after late status watermark and compare closed orders
2026-03-30,REG12,Atlantic Field Region 12,cost_per_work_order,142.17,143.66,1.5,9.8,timezone boundary,Check service date conversion between local appointment time and UTC event time
2026-03-02,REG03,Southeast Field Region 3,repeat_visit_rate,14.54,13.22,1.32,9.7,duplicate appointment event,Deduplicate appointment events before metric aggregation
2026-03-16,REG03,Southeast Field Region 3,on_time_arrival_rate,86.27,87.48,1.21,9.7,technician reassignment,Rebuild technician ownership bridge for reassigned work orders
2026-05-04,REG03,Southeast Field Region 3,technician_utilization,89.61,88.17,1.45,9.7,timezone boundary,Check service date conversion between local appointment time and UTC event time
