week_start,region_id,metric_name,calculation_method,unit,lakehouse_value,bi_report_value,ops_platform_value,absolute_delta,within_tolerance,suspected_driver
2026-02-16,REG03,technician_utilization,average,percent,90.21,90.2,90.43,0.02,yes,missing cancellation filter
2026-02-16,REG03,cost_per_work_order,weighted average,dollars,139.08,136.5,137.82,2.58,no,duplicate appointment event
2026-02-23,REG03,completed_orders,sum,orders,4112,4103.3,4108.21,8.7,no,duplicate appointment event
2026-02-23,REG03,first_visit_fix_rate,weighted average,percent,73.27,73.11,73.27,0.16,yes,late arriving work order status
2026-02-23,REG03,repeat_visit_rate,weighted average,percent,15.33,15.3,15.44,0.04,yes,duplicate appointment event
2026-02-23,REG03,on_time_arrival_rate,weighted average,percent,84.55,85.03,84.73,0.48,yes,timezone boundary
2026-02-23,REG03,technician_utilization,average,percent,92.3,90.78,91.39,1.52,no,timezone boundary
2026-02-23,REG03,cost_per_work_order,weighted average,dollars,134.11,135.61,134.54,1.5,no,timezone boundary
2026-03-02,REG03,completed_orders,sum,orders,3939,3938.93,3938.95,0.07,yes,late arriving work order status
2026-03-02,REG03,first_visit_fix_rate,weighted average,percent,74.1,73.32,73.51,0.78,no,duplicate appointment event
2026-03-02,REG03,repeat_visit_rate,weighted average,percent,14.54,13.22,13.96,1.32,no,duplicate appointment event
2026-03-02,REG03,on_time_arrival_rate,weighted average,percent,83.81,83.03,83.49,0.79,no,missing cancellation filter
2026-03-02,REG03,technician_utilization,average,percent,91.6,91.57,91.58,0.03,yes,late arriving work order status
2026-03-02,REG03,cost_per_work_order,weighted average,dollars,137.81,138.22,137.98,0.41,yes,timezone boundary
2026-03-09,REG03,completed_orders,sum,orders,3930,3922.06,3926.6,7.94,no,missing cancellation filter
2026-03-09,REG03,first_visit_fix_rate,weighted average,percent,73.74,73.42,73.82,0.32,yes,technician reassignment
2026-03-09,REG03,repeat_visit_rate,weighted average,percent,13.9,12.98,13.66,0.92,no,duplicate appointment event
2026-03-09,REG03,on_time_arrival_rate,weighted average,percent,84.93,84.88,84.7,0.05,yes,missing cancellation filter
2026-03-09,REG03,technician_utilization,average,percent,89.41,89.41,89.39,0.0,yes,technician reassignment
2026-03-09,REG03,cost_per_work_order,weighted average,dollars,134.84,136.35,135.69,1.51,no,technician reassignment
2026-03-16,REG03,completed_orders,sum,orders,4079,4074.66,4076.76,4.34,no,technician reassignment
2026-03-16,REG03,first_visit_fix_rate,weighted average,percent,73.4,73.64,73.4,0.24,yes,timezone boundary
2026-03-16,REG03,repeat_visit_rate,weighted average,percent,14.32,14.31,14.18,0.01,yes,late arriving work order status
2026-03-16,REG03,on_time_arrival_rate,weighted average,percent,86.27,87.48,86.53,1.21,no,technician reassignment
2026-03-16,REG03,technician_utilization,average,percent,89.71,87.86,88.98,1.85,no,technician reassignment
2026-03-16,REG03,cost_per_work_order,weighted average,dollars,139.15,139.21,139.13,0.06,yes,duplicate appointment event
2026-03-23,REG03,completed_orders,sum,orders,3820,3820.11,3819.99,0.11,yes,late arriving work order status
2026-03-23,REG03,first_visit_fix_rate,weighted average,percent,75.67,76.85,76.37,1.17,no,missing cancellation filter
2026-03-23,REG03,repeat_visit_rate,weighted average,percent,14.34,16.36,14.89,2.01,no,late arriving work order status
2026-03-23,REG03,on_time_arrival_rate,weighted average,percent,83.55,82.66,83.38,0.89,no,timezone boundary
2026-03-23,REG03,technician_utilization,average,percent,88.6,89.32,89.03,0.72,yes,duplicate appointment event
2026-03-23,REG03,cost_per_work_order,weighted average,dollars,133.35,133.53,133.37,0.19,yes,timezone boundary
2026-03-30,REG03,completed_orders,sum,orders,3751,3750.9,3750.96,0.1,yes,missing cancellation filter
2026-03-30,REG03,first_visit_fix_rate,weighted average,percent,76.46,75.08,76.07,1.38,no,timezone boundary
2026-03-30,REG03,repeat_visit_rate,weighted average,percent,14.28,14.21,14.47,0.07,yes,missing cancellation filter
2026-03-30,REG03,on_time_arrival_rate,weighted average,percent,84.79,86.94,85.63,2.14,no,duplicate appointment event
2026-03-30,REG03,technician_utilization,average,percent,86.61,86.67,86.47,0.06,yes,late arriving work order status
2026-03-30,REG03,cost_per_work_order,weighted average,dollars,137.88,138.63,138.07,0.75,yes,duplicate appointment event
2026-04-06,REG03,completed_orders,sum,orders,4043,4036.61,4039.17,6.39,no,technician reassignment
2026-04-06,REG03,first_visit_fix_rate,weighted average,percent,76.07,76.14,76.14,0.07,yes,missing cancellation filter
2026-04-06,REG03,repeat_visit_rate,weighted average,percent,13.73,14.72,13.97,0.99,no,timezone boundary
2026-04-06,REG03,on_time_arrival_rate,weighted average,percent,83.64,83.45,83.58,0.19,yes,missing cancellation filter
2026-04-06,REG03,technician_utilization,average,percent,92.23,91.29,91.69,0.94,no,timezone boundary
2026-04-06,REG03,cost_per_work_order,weighted average,dollars,142.65,143.96,143.49,1.31,no,timezone boundary
2026-04-13,REG03,completed_orders,sum,orders,3837,3828.7,3831.17,8.3,no,late arriving work order status
2026-04-13,REG03,first_visit_fix_rate,weighted average,percent,75.87,77.19,77.01,1.32,no,timezone boundary
2026-04-13,REG03,repeat_visit_rate,weighted average,percent,15.15,16.63,16.3,1.48,no,late arriving work order status
2026-04-13,REG03,on_time_arrival_rate,weighted average,percent,85.24,86.2,85.39,0.95,no,technician reassignment
2026-04-13,REG03,technician_utilization,average,percent,88.36,87.47,87.96,0.89,no,technician reassignment
2026-04-13,REG03,cost_per_work_order,weighted average,dollars,138.01,139.33,138.82,1.33,no,timezone boundary
2026-04-20,REG03,completed_orders,sum,orders,3973,3976.19,3973.65,3.19,yes,timezone boundary
2026-04-20,REG03,first_visit_fix_rate,weighted average,percent,76.06,77.84,77.17,1.78,no,timezone boundary
2026-04-20,REG03,repeat_visit_rate,weighted average,percent,14.25,14.18,14.02,0.06,yes,duplicate appointment event
2026-04-20,REG03,on_time_arrival_rate,weighted average,percent,84.57,83.84,84.19,0.73,yes,missing cancellation filter
2026-04-20,REG03,technician_utilization,average,percent,90.29,90.83,90.6,0.55,yes,technician reassignment
2026-04-20,REG03,cost_per_work_order,weighted average,dollars,143.66,144.44,144.05,0.77,yes,late arriving work order status
2026-04-27,REG03,completed_orders,sum,orders,3985,3984.93,3985.08,0.07,yes,late arriving work order status
2026-04-27,REG03,first_visit_fix_rate,weighted average,percent,76.15,78.09,77.08,1.94,no,missing cancellation filter
2026-04-27,REG03,repeat_visit_rate,weighted average,percent,13.75,15.92,14.41,2.17,no,timezone boundary
2026-04-27,REG03,on_time_arrival_rate,weighted average,percent,84.51,84.53,84.27,0.02,yes,missing cancellation filter
2026-04-27,REG03,technician_utilization,average,percent,90.43,91.33,90.83,0.9,no,missing cancellation filter
2026-04-27,REG03,cost_per_work_order,weighted average,dollars,137.6,140.93,138.63,3.33,no,missing cancellation filter
2026-05-04,REG03,completed_orders,sum,orders,3862,3865.14,3863.67,3.14,yes,technician reassignment
2026-05-04,REG03,first_visit_fix_rate,weighted average,percent,75.3,75.83,75.27,0.54,yes,duplicate appointment event
2026-05-04,REG03,repeat_visit_rate,weighted average,percent,13.97,13.92,13.99,0.05,yes,late arriving work order status
2026-05-04,REG03,on_time_arrival_rate,weighted average,percent,84.58,84.87,84.67,0.29,yes,technician reassignment
2026-05-04,REG03,technician_utilization,average,percent,89.61,88.17,88.69,1.45,no,timezone boundary
2026-05-04,REG03,cost_per_work_order,weighted average,dollars,137.81,137.85,137.76,0.03,yes,timezone boundary
2026-01-05,REG04,completed_orders,sum,orders,3881,3883.7,3883.0,2.7,yes,technician reassignment
2026-01-05,REG04,first_visit_fix_rate,weighted average,percent,70.13,70.19,69.95,0.06,yes,duplicate appointment event
2026-01-05,REG04,repeat_visit_rate,weighted average,percent,16.79,16.82,16.9,0.03,yes,timezone boundary
2026-01-05,REG04,on_time_arrival_rate,weighted average,percent,81.83,81.89,81.74,0.06,yes,technician reassignment
2026-01-05,REG04,technician_utilization,average,percent,91.83,91.79,91.85,0.04,yes,missing cancellation filter
2026-01-05,REG04,cost_per_work_order,weighted average,dollars,153.19,151.96,152.74,1.22,no,late arriving work order status
2026-01-12,REG04,completed_orders,sum,orders,4058,4064.56,4059.54,6.56,no,timezone boundary
2026-01-12,REG04,first_visit_fix_rate,weighted average,percent,70.97,70.81,70.78,0.16,yes,timezone boundary
2026-01-12,REG04,repeat_visit_rate,weighted average,percent,15.67,15.84,15.89,0.16,yes,duplicate appointment event
2026-01-12,REG04,on_time_arrival_rate,weighted average,percent,81.66,82.47,81.92,0.81,no,timezone boundary
2026-01-12,REG04,technician_utilization,average,percent,91.67,90.55,91.45,1.13,no,timezone boundary
2026-01-12,REG04,cost_per_work_order,weighted average,dollars,145.07,147.33,147.25,2.27,no,timezone boundary
2026-01-19,REG04,completed_orders,sum,orders,4136,4139.5,4137.07,3.5,yes,missing cancellation filter
2026-01-19,REG04,first_visit_fix_rate,weighted average,percent,70.32,69.02,69.88,1.3,no,timezone boundary
2026-01-19,REG04,repeat_visit_rate,weighted average,percent,16.28,14.12,15.89,2.15,no,technician reassignment
2026-01-19,REG04,on_time_arrival_rate,weighted average,percent,82.13,82.53,82.19,0.4,yes,timezone boundary
2026-01-19,REG04,technician_utilization,average,percent,92.44,91.7,91.81,0.75,yes,technician reassignment
2026-01-19,REG04,cost_per_work_order,weighted average,dollars,153.69,152.39,153.3,1.3,no,technician reassignment
2026-01-26,REG04,completed_orders,sum,orders,3644,3651.47,3646.08,7.47,no,missing cancellation filter
2026-01-26,REG04,first_visit_fix_rate,weighted average,percent,70.7,70.65,70.88,0.05,yes,duplicate appointment event
2026-01-26,REG04,repeat_visit_rate,weighted average,percent,16.26,14.77,15.52,1.49,no,duplicate appointment event
2026-01-26,REG04,on_time_arrival_rate,weighted average,percent,80.6,80.65,80.5,0.05,yes,technician reassignment
2026-01-26,REG04,technician_utilization,average,percent,86.06,87.2,87.15,1.14,no,late arriving work order status
2026-01-26,REG04,cost_per_work_order,weighted average,dollars,142.26,142.36,142.15,0.09,yes,late arriving work order status
2026-02-02,REG04,completed_orders,sum,orders,4132,4134.45,4133.26,2.45,yes,duplicate appointment event
2026-02-02,REG04,first_visit_fix_rate,weighted average,percent,70.5,69.04,69.62,1.45,no,missing cancellation filter
2026-02-02,REG04,repeat_visit_rate,weighted average,percent,15.24,14.92,15.03,0.32,yes,technician reassignment
2026-02-02,REG04,on_time_arrival_rate,weighted average,percent,83.31,83.05,83.35,0.25,yes,late arriving work order status
2026-02-02,REG04,technician_utilization,average,percent,90.5,90.51,90.38,0.01,yes,timezone boundary
2026-02-02,REG04,cost_per_work_order,weighted average,dollars,145.89,146.78,146.04,0.89,yes,timezone boundary
2026-02-09,REG04,completed_orders,sum,orders,4128,4130.59,4129.81,2.59,yes,technician reassignment
2026-02-09,REG04,first_visit_fix_rate,weighted average,percent,71.5,72.52,71.75,1.02,no,technician reassignment
2026-02-09,REG04,repeat_visit_rate,weighted average,percent,17.08,17.16,17.17,0.08,yes,missing cancellation filter
2026-02-09,REG04,on_time_arrival_rate,weighted average,percent,81.44,80.94,81.29,0.5,yes,missing cancellation filter
2026-02-09,REG04,technician_utilization,average,percent,93.01,93.73,93.52,0.71,yes,technician reassignment
2026-02-09,REG04,cost_per_work_order,weighted average,dollars,154.14,157.2,155.69,3.06,no,late arriving work order status
2026-02-16,REG04,completed_orders,sum,orders,3988,3990.89,3989.4,2.89,yes,duplicate appointment event
2026-02-16,REG04,first_visit_fix_rate,weighted average,percent,69.04,67.91,69.04,1.13,no,missing cancellation filter
2026-02-16,REG04,repeat_visit_rate,weighted average,percent,16.44,17.13,17.05,0.69,yes,late arriving work order status
2026-02-16,REG04,on_time_arrival_rate,weighted average,percent,83.62,83.71,83.65,0.09,yes,duplicate appointment event
2026-02-16,REG04,technician_utilization,average,percent,87.26,85.41,86.32,1.84,no,late arriving work order status
2026-02-16,REG04,cost_per_work_order,weighted average,dollars,146.13,146.24,146.12,0.1,yes,timezone boundary
2026-02-23,REG04,completed_orders,sum,orders,3851,3853.44,3853.05,2.44,yes,late arriving work order status
2026-02-23,REG04,first_visit_fix_rate,weighted average,percent,68.99,67.9,68.27,1.09,no,timezone boundary
2026-02-23,REG04,repeat_visit_rate,weighted average,percent,15.67,15.2,15.67,0.46,yes,timezone boundary
2026-02-23,REG04,on_time_arrival_rate,weighted average,percent,83.14,82.2,82.55,0.94,no,missing cancellation filter
2026-02-23,REG04,technician_utilization,average,percent,91.56,91.48,91.51,0.07,yes,timezone boundary
2026-02-23,REG04,cost_per_work_order,weighted average,dollars,148.27,148.28,148.35,0.01,yes,timezone boundary
2026-03-02,REG04,completed_orders,sum,orders,3933,3932.93,3932.92,0.07,yes,missing cancellation filter
2026-03-02,REG04,first_visit_fix_rate,weighted average,percent,68.72,68.87,68.82,0.14,yes,timezone boundary
2026-03-02,REG04,repeat_visit_rate,weighted average,percent,15.52,18.22,16.2,2.7,no,missing cancellation filter
2026-03-02,REG04,on_time_arrival_rate,weighted average,percent,83.25,83.2,83.13,0.05,yes,timezone boundary
2026-03-02,REG04,technician_utilization,average,percent,89.6,90.47,89.79,0.87,no,technician reassignment
2026-03-02,REG04,cost_per_work_order,weighted average,dollars,150.23,148.76,149.41,1.47,no,duplicate appointment event
2026-03-09,REG04,completed_orders,sum,orders,3873,3873.11,3873.22,0.11,yes,late arriving work order status
2026-03-09,REG04,first_visit_fix_rate,weighted average,percent,69.22,69.71,69.76,0.49,yes,duplicate appointment event
2026-03-09,REG04,repeat_visit_rate,weighted average,percent,17.54,17.98,17.52,0.44,yes,late arriving work order status
2026-03-09,REG04,on_time_arrival_rate,weighted average,percent,82.42,83.57,83.13,1.15,no,duplicate appointment event
2026-03-09,REG04,technician_utilization,average,percent,89.11,89.67,89.47,0.56,yes,missing cancellation filter
2026-03-09,REG04,cost_per_work_order,weighted average,dollars,145.8,144.68,145.22,1.12,yes,duplicate appointment event
2026-03-16,REG04,completed_orders,sum,orders,3836,3835.99,3835.79,0.01,yes,missing cancellation filter
2026-03-16,REG04,first_visit_fix_rate,weighted average,percent,69.84,69.87,69.72,0.03,yes,technician reassignment
2026-03-16,REG04,repeat_visit_rate,weighted average,percent,15.92,15.89,15.94,0.03,yes,duplicate appointment event
2026-03-16,REG04,on_time_arrival_rate,weighted average,percent,81.3,79.16,80.75,2.15,no,timezone boundary
2026-03-16,REG04,technician_utilization,average,percent,91.47,89.8,91.08,1.67,no,timezone boundary
2026-03-16,REG04,cost_per_work_order,weighted average,dollars,145.31,146.92,145.98,1.62,no,technician reassignment
2026-03-23,REG04,completed_orders,sum,orders,3943,3945.7,3944.51,2.7,yes,missing cancellation filter
2026-03-23,REG04,first_visit_fix_rate,weighted average,percent,69.36,69.34,69.39,0.02,yes,timezone boundary
2026-03-23,REG04,repeat_visit_rate,weighted average,percent,16.54,16.53,16.6,0.01,yes,missing cancellation filter
2026-03-23,REG04,on_time_arrival_rate,weighted average,percent,81.16,81.05,80.97,0.11,yes,duplicate appointment event
2026-03-23,REG04,technician_utilization,average,percent,90.4,90.46,90.35,0.06,yes,duplicate appointment event
2026-03-23,REG04,cost_per_work_order,weighted average,dollars,139.26,139.95,139.59,0.69,yes,timezone boundary
2026-03-30,REG04,completed_orders,sum,orders,4095,4095.05,4094.98,0.05,yes,duplicate appointment event
2026-03-30,REG04,first_visit_fix_rate,weighted average,percent,71.1,70.48,70.79,0.62,yes,late arriving work order status
2026-03-30,REG04,repeat_visit_rate,weighted average,percent,14.79,14.64,14.65,0.15,yes,timezone boundary
2026-03-30,REG04,on_time_arrival_rate,weighted average,percent,83.74,83.1,83.35,0.64,yes,duplicate appointment event
2026-03-30,REG04,technician_utilization,average,percent,92.5,92.51,92.39,0.01,yes,duplicate appointment event
2026-03-30,REG04,cost_per_work_order,weighted average,dollars,149.3,146.52,147.78,2.78,no,missing cancellation filter
2026-04-06,REG04,completed_orders,sum,orders,4014,4017.41,4015.89,3.41,yes,timezone boundary
2026-04-06,REG04,first_visit_fix_rate,weighted average,percent,70.99,72.94,71.75,1.95,no,duplicate appointment event
2026-04-06,REG04,repeat_visit_rate,weighted average,percent,16.33,16.82,16.49,0.49,yes,late arriving work order status
2026-04-06,REG04,on_time_arrival_rate,weighted average,percent,83.48,83.94,83.72,0.46,yes,technician reassignment
2026-04-06,REG04,technician_utilization,average,percent,91.06,91.08,91.19,0.03,yes,timezone boundary
2026-04-06,REG04,cost_per_work_order,weighted average,dollars,149.68,151.74,150.72,2.06,no,technician reassignment
2026-04-13,REG04,completed_orders,sum,orders,3828,3820.7,3824.07,7.3,no,technician reassignment
2026-04-13,REG04,first_visit_fix_rate,weighted average,percent,71.53,72.02,71.78,0.49,yes,timezone boundary
2026-04-13,REG04,repeat_visit_rate,weighted average,percent,16.49,16.28,16.27,0.21,yes,timezone boundary
2026-04-13,REG04,on_time_arrival_rate,weighted average,percent,83.09,82.34,82.52,0.76,no,timezone boundary
2026-04-13,REG04,technician_utilization,average,percent,90.89,90.9,90.8,0.01,yes,timezone boundary
2026-04-13,REG04,cost_per_work_order,weighted average,dollars,146.0,147.38,146.95,1.39,no,technician reassignment
2026-04-20,REG04,completed_orders,sum,orders,3902,3906.57,3903.6,4.57,no,timezone boundary
2026-04-20,REG04,first_visit_fix_rate,weighted average,percent,70.78,68.88,70.48,1.9,no,late arriving work order status
2026-04-20,REG04,repeat_visit_rate,weighted average,percent,17.1,16.63,17.08,0.47,yes,technician reassignment
2026-04-20,REG04,on_time_arrival_rate,weighted average,percent,83.42,83.7,83.59,0.29,yes,timezone boundary
2026-04-20,REG04,technician_utilization,average,percent,89.87,89.75,89.84,0.13,yes,technician reassignment
2026-04-20,REG04,cost_per_work_order,weighted average,dollars,149.1,150.34,149.59,1.23,no,technician reassignment
2026-04-27,REG04,completed_orders,sum,orders,3958,3961.03,3959.86,3.03,yes,timezone boundary
2026-04-27,REG04,first_visit_fix_rate,weighted average,percent,69.81,70.87,70.22,1.06,no,technician reassignment
2026-04-27,REG04,repeat_visit_rate,weighted average,percent,16.39,17.91,16.68,1.52,no,technician reassignment
2026-04-27,REG04,on_time_arrival_rate,weighted average,percent,82.52,80.8,81.49,1.72,no,timezone boundary
2026-04-27,REG04,technician_utilization,average,percent,89.56,90.18,90.26,0.62,yes,timezone boundary
2026-04-27,REG04,cost_per_work_order,weighted average,dollars,147.69,151.2,149.76,3.51,no,technician reassignment
2026-05-04,REG04,completed_orders,sum,orders,3854,3860.6,3855.67,6.6,no,timezone boundary
2026-05-04,REG04,first_visit_fix_rate,weighted average,percent,71.32,72.27,71.72,0.96,no,timezone boundary
2026-05-04,REG04,repeat_visit_rate,weighted average,percent,15.39,16.45,15.56,1.06,no,technician reassignment
2026-05-04,REG04,on_time_arrival_rate,weighted average,percent,82.76,83.35,83.06,0.59,yes,timezone boundary
2026-05-04,REG04,technician_utilization,average,percent,89.97,88.59,89.5,1.38,no,duplicate appointment event
2026-05-04,REG04,cost_per_work_order,weighted average,dollars,149.06,150.47,149.64,1.41,no,technician reassignment
2026-01-05,REG05,completed_orders,sum,orders,4861,4867.41,4863.03,6.41,no,missing cancellation filter
2026-01-05,REG05,first_visit_fix_rate,weighted average,percent,75.14,74.32,75.03,0.82,no,timezone boundary
2026-01-05,REG05,repeat_visit_rate,weighted average,percent,15.52,15.63,15.33,0.11,yes,late arriving work order status
2026-01-05,REG05,on_time_arrival_rate,weighted average,percent,84.29,84.44,84.4,0.15,yes,missing cancellation filter
2026-01-05,REG05,technician_utilization,average,percent,90.87,90.02,90.41,0.85,no,missing cancellation filter
2026-01-05,REG05,cost_per_work_order,weighted average,dollars,142.11,142.97,142.93,0.86,yes,duplicate appointment event
2026-01-12,REG05,completed_orders,sum,orders,4953,4953.16,4952.74,0.16,yes,technician reassignment
2026-01-12,REG05,first_visit_fix_rate,weighted average,percent,76.74,76.88,76.83,0.14,yes,timezone boundary
2026-01-12,REG05,repeat_visit_rate,weighted average,percent,15.01,15.5,15.09,0.49,yes,timezone boundary
2026-01-12,REG05,on_time_arrival_rate,weighted average,percent,83.9,84.66,84.1,0.76,no,technician reassignment
2026-01-12,REG05,technician_utilization,average,percent,90.87,90.79,90.81,0.08,yes,timezone boundary
2026-01-12,REG05,cost_per_work_order,weighted average,dollars,142.49,140.8,141.69,1.69,no,technician reassignment
2026-01-19,REG05,completed_orders,sum,orders,4836,4835.97,4836.0,0.03,yes,late arriving work order status
2026-01-19,REG05,first_visit_fix_rate,weighted average,percent,76.32,76.01,76.14,0.31,yes,technician reassignment
2026-01-19,REG05,repeat_visit_rate,weighted average,percent,16.57,17.1,16.8,0.53,yes,timezone boundary
2026-01-19,REG05,on_time_arrival_rate,weighted average,percent,83.22,83.08,83.02,0.14,yes,timezone boundary
2026-01-19,REG05,technician_utilization,average,percent,91.27,92.63,91.98,1.36,no,duplicate appointment event
2026-01-19,REG05,cost_per_work_order,weighted average,dollars,145.33,145.34,145.31,0.01,yes,timezone boundary
2026-01-26,REG05,completed_orders,sum,orders,4845,4841.36,4842.8,3.64,yes,missing cancellation filter
2026-01-26,REG05,first_visit_fix_rate,weighted average,percent,77.1,77.03,77.03,0.06,yes,timezone boundary
2026-01-26,REG05,repeat_visit_rate,weighted average,percent,15.41,15.41,15.3,0.0,yes,missing cancellation filter
2026-01-26,REG05,on_time_arrival_rate,weighted average,percent,82.78,82.7,82.85,0.08,yes,missing cancellation filter
2026-01-26,REG05,technician_utilization,average,percent,91.09,91.09,91.16,0.0,yes,late arriving work order status
2026-01-26,REG05,cost_per_work_order,weighted average,dollars,145.28,145.33,145.27,0.05,yes,missing cancellation filter
2026-02-02,REG05,completed_orders,sum,orders,5058,5053.67,5056.94,4.33,no,technician reassignment
2026-02-02,REG05,first_visit_fix_rate,weighted average,percent,75.51,76.36,75.83,0.86,no,duplicate appointment event
2026-02-02,REG05,repeat_visit_rate,weighted average,percent,14.65,15.42,15.27,0.76,no,technician reassignment
2026-02-02,REG05,on_time_arrival_rate,weighted average,percent,83.13,84.31,83.73,1.18,no,late arriving work order status
2026-02-02,REG05,technician_utilization,average,percent,92.27,92.19,92.34,0.08,yes,missing cancellation filter
2026-02-02,REG05,cost_per_work_order,weighted average,dollars,142.12,143.32,143.32,1.2,yes,missing cancellation filter
2026-02-09,REG05,completed_orders,sum,orders,4579,4579.05,4578.85,0.05,yes,missing cancellation filter
2026-02-09,REG05,first_visit_fix_rate,weighted average,percent,75.74,73.99,74.91,1.75,no,technician reassignment
2026-02-09,REG05,repeat_visit_rate,weighted average,percent,15.93,15.92,16.02,0.01,yes,timezone boundary
2026-02-09,REG05,on_time_arrival_rate,weighted average,percent,84.25,85.9,85.28,1.65,no,duplicate appointment event
2026-02-09,REG05,technician_utilization,average,percent,86.0,86.04,85.86,0.04,yes,duplicate appointment event
2026-02-09,REG05,cost_per_work_order,weighted average,dollars,145.41,144.19,144.99,1.22,no,timezone boundary
2026-02-16,REG05,completed_orders,sum,orders,4765,4770.81,4768.79,5.81,no,technician reassignment
2026-02-16,REG05,first_visit_fix_rate,weighted average,percent,76.03,76.87,76.36,0.84,no,duplicate appointment event
2026-02-16,REG05,repeat_visit_rate,weighted average,percent,15.34,15.81,15.64,0.47,yes,technician reassignment
2026-02-16,REG05,on_time_arrival_rate,weighted average,percent,83.28,85.47,83.9,2.19,no,duplicate appointment event
2026-02-16,REG05,technician_utilization,average,percent,88.61,89.29,88.7,0.68,yes,duplicate appointment event
2026-02-16,REG05,cost_per_work_order,weighted average,dollars,141.75,144.88,143.14,3.14,no,timezone boundary
2026-02-23,REG05,completed_orders,sum,orders,5165,5165.01,5164.84,0.01,yes,missing cancellation filter
2026-02-23,REG05,first_visit_fix_rate,weighted average,percent,74.79,74.66,75.04,0.13,yes,duplicate appointment event
2026-02-23,REG05,repeat_visit_rate,weighted average,percent,16.27,16.46,16.31,0.19,yes,late arriving work order status
2026-02-23,REG05,on_time_arrival_rate,weighted average,percent,84.79,84.82,84.83,0.04,yes,missing cancellation filter
2026-02-23,REG05,technician_utilization,average,percent,92.1,92.13,92.05,0.03,yes,duplicate appointment event
2026-02-23,REG05,cost_per_work_order,weighted average,dollars,143.81,147.11,145.68,3.31,no,timezone boundary
2026-03-02,REG05,completed_orders,sum,orders,5038,5038.05,5038.23,0.05,yes,technician reassignment
2026-03-02,REG05,first_visit_fix_rate,weighted average,percent,75.3,75.37,75.42,0.07,yes,missing cancellation filter
2026-03-02,REG05,repeat_visit_rate,weighted average,percent,15.57,17.72,16.5,2.15,no,late arriving work order status
2026-03-02,REG05,on_time_arrival_rate,weighted average,percent,85.85,85.3,85.83,0.55,yes,duplicate appointment event
2026-03-02,REG05,technician_utilization,average,percent,92.04,91.95,92.06,0.09,yes,late arriving work order status
2026-03-02,REG05,cost_per_work_order,weighted average,dollars,142.97,140.77,141.98,2.2,no,late arriving work order status
2026-03-09,REG05,completed_orders,sum,orders,5152,5152.12,5152.04,0.12,yes,technician reassignment
2026-03-09,REG05,first_visit_fix_rate,weighted average,percent,74.63,75.84,75.43,1.21,no,technician reassignment
2026-03-09,REG05,repeat_visit_rate,weighted average,percent,15.64,16.07,15.85,0.43,yes,technician reassignment
2026-03-09,REG05,on_time_arrival_rate,weighted average,percent,83.74,82.45,83.43,1.29,no,timezone boundary
2026-03-09,REG05,technician_utilization,average,percent,95.39,94.54,95.22,0.84,no,late arriving work order status
2026-03-09,REG05,cost_per_work_order,weighted average,dollars,153.07,152.99,153.08,0.08,yes,late arriving work order status
2026-03-16,REG05,completed_orders,sum,orders,4686,4690.56,4688.53,4.56,no,missing cancellation filter
2026-03-16,REG05,first_visit_fix_rate,weighted average,percent,75.38,75.38,75.44,0.0,yes,duplicate appointment event
2026-03-16,REG05,repeat_visit_rate,weighted average,percent,14.05,13.75,13.78,0.29,yes,technician reassignment
2026-03-16,REG05,on_time_arrival_rate,weighted average,percent,83.77,83.67,83.91,0.1,yes,late arriving work order status
2026-03-16,REG05,technician_utilization,average,percent,88.97,87.78,88.49,1.19,no,missing cancellation filter
2026-03-16,REG05,cost_per_work_order,weighted average,dollars,143.93,143.91,143.73,0.02,yes,timezone boundary
2026-03-23,REG05,completed_orders,sum,orders,4553,4552.95,4552.96,0.05,yes,duplicate appointment event
2026-03-23,REG05,first_visit_fix_rate,weighted average,percent,74.55,74.53,74.54,0.01,yes,duplicate appointment event
2026-03-23,REG05,repeat_visit_rate,weighted average,percent,15.18,13.34,14.1,1.84,no,timezone boundary
2026-03-23,REG05,on_time_arrival_rate,weighted average,percent,83.99,84.01,83.98,0.02,yes,missing cancellation filter
2026-03-23,REG05,technician_utilization,average,percent,83.9,83.96,84.1,0.06,yes,missing cancellation filter
2026-03-23,REG05,cost_per_work_order,weighted average,dollars,134.24,133.27,133.92,0.97,yes,duplicate appointment event
2026-03-30,REG05,completed_orders,sum,orders,4952,4948.55,4949.59,3.45,yes,technician reassignment
2026-03-30,REG05,first_visit_fix_rate,weighted average,percent,75.85,76.05,75.91,0.2,yes,technician reassignment
2026-03-30,REG05,repeat_visit_rate,weighted average,percent,15.1,16.42,16.61,1.33,no,duplicate appointment event
2026-03-30,REG05,on_time_arrival_rate,weighted average,percent,84.46,84.82,84.72,0.36,yes,timezone boundary
2026-03-30,REG05,technician_utilization,average,percent,90.71,90.72,90.66,0.0,yes,duplicate appointment event
2026-03-30,REG05,cost_per_work_order,weighted average,dollars,146.36,146.29,146.61,0.08,yes,timezone boundary
2026-04-06,REG05,completed_orders,sum,orders,4759,4759.09,4758.91,0.09,yes,technician reassignment
2026-04-06,REG05,first_visit_fix_rate,weighted average,percent,76.3,74.73,75.85,1.57,no,missing cancellation filter
2026-04-06,REG05,repeat_visit_rate,weighted average,percent,16.88,15.87,16.49,1.0,no,timezone boundary
2026-04-06,REG05,on_time_arrival_rate,weighted average,percent,84.13,83.49,83.73,0.63,yes,timezone boundary
